CellID,Time(s),x(microns),y(microns)
201,2.845e+00,8.062e+02,2.741e+02
201,5.690e+00,8.060e+02,2.744e+02
201,8.535e+00,8.057e+02,2.749e+02
201,1.138e+01,8.054e+02,2.750e+02
201,1.423e+01,8.050e+02,2.753e+02
201,1.707e+01,8.048e+02,2.754e+02
201,1.992e+01,8.038e+02,2.759e+02
201,2.276e+01,8.031e+02,2.758e+02
201,2.561e+01,8.030e+02,2.758e+02
201,2.845e+01,8.022e+02,2.759e+02
201,3.130e+01,8.020e+02,2.756e+02
201,3.414e+01,8.015e+02,2.757e+02
201,3.698e+01,8.014e+02,2.758e+02
201,3.983e+01,8.015e+02,2.759e+02
201,4.268e+01,8.011e+02,2.756e+02
201,4.552e+01,8.001e+02,2.758e+02
201,4.837e+01,7.996e+02,2.754e+02
201,5.121e+01,7.988e+02,2.757e+02
201,5.406e+01,7.980e+02,2.758e+02
201,5.690e+01,7.978e+02,2.758e+02
201,5.975e+01,7.971e+02,2.756e+02
201,6.259e+01,7.959e+02,2.752e+02
201,6.544e+01,7.963e+02,2.758e+02
201,6.828e+01,7.958e+02,2.758e+02
201,7.112e+01,7.955e+02,2.758e+02
201,7.397e+01,7.954e+02,2.758e+02
201,7.682e+01,7.954e+02,2.758e+02
201,7.966e+01,7.960e+02,2.758e+02
201,8.251e+01,7.958e+02,2.759e+02
201,8.535e+01,7.954e+02,2.763e+02
201,8.820e+01,7.948e+02,2.765e+02
201,9.104e+01,7.947e+02,2.764e+02
201,9.389e+01,7.943e+02,2.768e+02
201,9.673e+01,7.941e+02,2.766e+02
201,9.958e+01,7.939e+02,2.763e+02
201,1.024e+02,7.938e+02,2.763e+02
201,1.053e+02,7.934e+02,2.763e+02
201,1.081e+02,7.931e+02,2.764e+02
201,1.110e+02,7.931e+02,2.762e+02
201,1.138e+02,7.925e+02,2.762e+02
201,1.166e+02,7.924e+02,2.763e+02
201,1.195e+02,7.922e+02,2.762e+02
201,1.223e+02,7.918e+02,2.761e+02
201,1.252e+02,7.918e+02,2.760e+02
201,1.280e+02,7.919e+02,2.761e+02
201,1.309e+02,7.916e+02,2.761e+02
201,1.337e+02,7.916e+02,2.761e+02
201,1.366e+02,7.916e+02,2.760e+02
201,1.394e+02,7.913e+02,2.762e+02
201,1.422e+02,7.912e+02,2.761e+02
201,1.451e+02,7.913e+02,2.760e+02
201,1.479e+02,7.912e+02,2.761e+02
201,1.508e+02,7.911e+02,2.761e+02
201,1.536e+02,7.911e+02,2.763e+02
201,1.565e+02,7.910e+02,2.764e+02
201,1.593e+02,7.910e+02,2.765e+02
201,1.622e+02,7.910e+02,2.765e+02
201,1.650e+02,7.909e+02,2.765e+02
201,1.679e+02,7.909e+02,2.767e+02
201,1.707e+02,7.912e+02,2.767e+02
201,1.735e+02,7.913e+02,2.767e+02
201,1.764e+02,7.913e+02,2.767e+02
201,1.792e+02,7.915e+02,2.768e+02
201,1.821e+02,7.916e+02,2.766e+02
201,1.849e+02,7.916e+02,2.765e+02
201,1.878e+02,7.916e+02,2.764e+02
201,1.906e+02,7.918e+02,2.764e+02
201,1.935e+02,7.923e+02,2.763e+02
201,1.963e+02,7.924e+02,2.761e+02
201,1.992e+02,7.927e+02,2.760e+02
201,2.048e+02,7.926e+02,2.759e+02
201,2.134e+02,7.929e+02,2.761e+02
201,2.162e+02,7.927e+02,2.760e+02
201,2.191e+02,7.928e+02,2.763e+02
201,2.219e+02,7.928e+02,2.764e+02
201,2.248e+02,7.930e+02,2.764e+02
201,2.333e+02,7.935e+02,2.768e+02
201,2.390e+02,7.933e+02,2.775e+02
201,2.475e+02,7.929e+02,2.787e+02
201,2.504e+02,7.929e+02,2.789e+02
284,2.845e+00,1.521e+03,8.582e+02
284,5.690e+00,1.521e+03,8.583e+02
284,8.535e+00,1.521e+03,8.584e+02
284,1.138e+01,1.521e+03,8.586e+02
284,1.423e+01,1.521e+03,8.586e+02
284,1.707e+01,1.521e+03,8.587e+02
284,1.992e+01,1.521e+03,8.587e+02
284,2.276e+01,1.521e+03,8.591e+02
284,2.561e+01,1.521e+03,8.593e+02
284,2.845e+01,1.521e+03,8.596e+02
284,3.130e+01,1.521e+03,8.597e+02
284,3.414e+01,1.521e+03,8.602e+02
