CellID,Time(s),x(microns),y(microns)
122,9.673e+01,4.256e+02,6.110e+02
122,9.958e+01,4.253e+02,6.116e+02
122,1.024e+02,4.254e+02,6.111e+02
122,1.053e+02,4.259e+02,6.119e+02
122,1.081e+02,4.255e+02,6.120e+02
122,1.110e+02,4.256e+02,6.122e+02
122,1.138e+02,4.256e+02,6.126e+02
122,1.166e+02,4.255e+02,6.131e+02
122,1.195e+02,4.253e+02,6.141e+02
122,1.223e+02,4.251e+02,6.145e+02
122,1.252e+02,4.248e+02,6.151e+02
122,1.280e+02,4.246e+02,6.160e+02
122,1.309e+02,4.236e+02,6.167e+02
122,1.337e+02,4.234e+02,6.172e+02
122,1.366e+02,4.235e+02,6.172e+02
122,1.394e+02,4.230e+02,6.177e+02
122,1.422e+02,4.232e+02,6.178e+02
122,1.451e+02,4.232e+02,6.178e+02
122,1.479e+02,4.230e+02,6.180e+02
122,1.508e+02,4.221e+02,6.196e+02
122,1.536e+02,4.226e+02,6.215e+02
122,1.565e+02,4.226e+02,6.218e+02
122,1.593e+02,4.232e+02,6.233e+02
122,1.622e+02,4.236e+02,6.237e+02
122,1.650e+02,4.235e+02,6.239e+02
122,1.679e+02,4.239e+02,6.239e+02
122,1.707e+02,4.241e+02,6.241e+02
122,1.735e+02,4.242e+02,6.241e+02
122,1.764e+02,4.243e+02,6.240e+02
122,1.792e+02,4.244e+02,6.242e+02
122,1.821e+02,4.238e+02,6.243e+02
122,1.878e+02,4.245e+02,6.281e+02
122,1.906e+02,4.250e+02,6.304e+02
122,1.935e+02,4.251e+02,6.295e+02
122,1.963e+02,4.248e+02,6.299e+02
122,1.992e+02,4.247e+02,6.302e+02
122,2.020e+02,4.245e+02,6.306e+02
122,2.048e+02,4.246e+02,6.308e+02
122,2.077e+02,4.242e+02,6.314e+02
122,2.105e+02,4.245e+02,6.315e+02
122,2.134e+02,4.245e+02,6.318e+02
122,2.162e+02,4.249e+02,6.321e+02
122,2.191e+02,4.245e+02,6.323e+02
122,2.219e+02,4.245e+02,6.323e+02
122,2.248e+02,4.255e+02,6.332e+02
122,2.276e+02,4.241e+02,6.321e+02
122,2.304e+02,4.237e+02,6.327e+02
122,2.333e+02,4.216e+02,6.344e+02
122,2.418e+02,4.211e+02,6.339e+02
122,2.447e+02,4.193e+02,6.352e+02
122,2.504e+02,4.199e+02,6.352e+02
122,2.532e+02,4.188e+02,6.355e+02
122,2.561e+02,4.188e+02,6.356e+02
122,2.589e+02,4.195e+02,6.354e+02
122,2.617e+02,4.182e+02,6.349e+02
122,2.646e+02,4.189e+02,6.361e+02
122,2.674e+02,4.184e+02,6.364e+02
122,2.703e+02,4.183e+02,6.391e+02
122,2.731e+02,4.180e+02,6.392e+02
122,2.760e+02,4.174e+02,6.409e+02
122,2.788e+02,4.169e+02,6.414e+02
122,2.817e+02,4.169e+02,6.424e+02
122,2.845e+02,4.159e+02,6.424e+02
122,2.873e+02,4.155e+02,6.433e+02
122,2.902e+02,4.155e+02,6.439e+02
122,2.930e+02,4.153e+02,6.436e+02
122,2.959e+02,4.155e+02,6.437e+02
122,2.987e+02,4.152e+02,6.440e+02
122,3.016e+02,4.148e+02,6.443e+02
122,3.044e+02,4.142e+02,6.453e+02
122,3.073e+02,4.140e+02,6.460e+02
122,3.101e+02,4.139e+02,6.465e+02
122,3.130e+02,4.139e+02,6.470e+02
122,3.158e+02,4.136e+02,6.472e+02
122,3.186e+02,4.134e+02,6.474e+02
122,3.215e+02,4.131e+02,6.476e+02
122,3.243e+02,4.128e+02,6.478e+02
290,2.845e+00,1.523e+03,5.943e+02
290,5.690e+00,1.523e+03,5.945e+02
290,8.535e+00,1.523e+03,5.946e+02
290,1.138e+01,1.523e+03,5.947e+02
290,1.423e+01,1.523e+03,5.946e+02
290,1.707e+01,1.523e+03,5.948e+02
290,1.992e+01,1.523e+03,5.947e+02
290,2.276e+01,1.523e+03,5.946e+02
290,2.561e+01,1.523e+03,5.946e+02
290,2.845e+01,1.523e+03,5.945e+02
290,3.130e+01,1.523e+03,5.944e+02
290,3.414e+01,1.523e+03,5.945e+02
290,3.698e+01,1.523e+03,5.945e+02
290,3.983e+01,1.523e+03,5.944e+02
290,4.268e+01,1.523e+03,5.943e+02
290,4.552e+01,1.523e+03,5.944e+02
290,4.837e+01,1.523e+03,5.944e+02
290,5.121e+01,1.523e+03,5.943e+02
290,5.406e+01,1.523e+03,5.945e+02
290,5.690e+01,1.523e+03,5.945e+02
290,5.975e+01,1.523e+03,5.945e+02
290,6.259e+01,1.523e+03,5.945e+02
290,6.544e+01,1.523e+03,5.946e+02
290,6.828e+01,1.523e+03,5.945e+02
290,7.112e+01,1.523e+03,5.944e+02
290,7.397e+01,1.523e+03,5.943e+02
290,7.682e+01,1.523e+03,5.943e+02
290,7.966e+01,1.523e+03,5.943e+02
290,8.251e+01,1.522e+03,5.946e+02
290,8.535e+01,1.523e+03,5.944e+02
290,8.820e+01,1.523e+03,5.943e+02
290,9.104e+01,1.522e+03,5.943e+02
290,9.389e+01,1.522e+03,5.945e+02
290,9.673e+01,1.522e+03,5.944e+02
290,9.958e+01,1.522e+03,5.946e+02
290,1.024e+02,1.522e+03,5.946e+02
290,1.053e+02,1.523e+03,5.947e+02
290,1.081e+02,1.522e+03,5.947e+02
290,1.110e+02,1.522e+03,5.948e+02
290,1.138e+02,1.522e+03,5.946e+02
290,1.166e+02,1.522e+03,5.946e+02
290,1.195e+02,1.522e+03,5.947e+02
290,1.223e+02,1.522e+03,5.947e+02
290,1.252e+02,1.522e+03,5.949e+02
290,1.280e+02,1.522e+03,5.948e+02
290,1.309e+02,1.522e+03,5.948e+02
290,1.337e+02,1.522e+03,5.949e+02
290,1.366e+02,1.523e+03,5.951e+02
290,1.394e+02,1.523e+03,5.950e+02
290,1.422e+02,1.523e+03,5.950e+02
290,1.451e+02,1.523e+03,5.952e+02
290,1.479e+02,1.523e+03,5.952e+02
290,1.508e+02,1.523e+03,5.949e+02
290,1.536e+02,1.523e+03,5.949e+02
290,1.565e+02,1.523e+03,5.950e+02
290,1.593e+02,1.523e+03,5.951e+02
290,1.622e+02,1.523e+03,5.950e+02
290,1.650e+02,1.523e+03,5.951e+02
290,1.679e+02,1.523e+03,5.950e+02
290,1.707e+02,1.523e+03,5.951e+02
290,1.735e+02,1.523e+03,5.952e+02
290,1.764e+02,1.523e+03,5.951e+02
